UserEmail,POL,LINK,MINA,USDT,ETH,AVX,USDC
jane.johnson93@yahoo.com,24252.1,28090.08,30250.11,48822.09,49058.95,47187.85,1782.37
david.brown12@protonmail.com,43413.61,1876.91,31138.85,19072.79,43469.9,42209.67,12180.4
chris.wilson69@outlook.com,29662.51,26416.35,12614.57,17332.24,7731.51,36388.79,1854.2
john.garcia25@protonmail.com,40077.58,28958.14,29274.52,389.64,12842.6,29059.7,35760.37
robert.brown57@gmail.com,30795.74,9863.76,33272.08,47266.17,43880.17,42673.46,34098.22
lisa.davis78@yahoo.com,16872.09,46456.73,409.68,43340.32,36732.85,10620.45,10233.68
jane.jones99@yahoo.com,1474.66,43611.46,261.1,16120.04,46112.51,38614.62,20136.67
emily.williams78@protonmail.com,44734.53,46658.17,4307.14,27106.57,20434.87,30615.0,24339.65
michael.davis62@outlook.com,1086.09,18418.0,22188.18,29968.59,12640.04,4502.17,28099.44
chris.jones52@outlook.com,10359.1,11669.1,42192.91,7231.39,6900.29,8758.19,8413.72
david.rodriguez53@gmail.com,5492.82,16796.32,30808.3,29370.71,49632.81,25855.81,30039.75
john.miller51@protonmail.com,46513.05,22898.41,37605.65,49034.06,37470.0,4163.78,27086.63
david.jones14@yahoo.com,45848.54,45899.69,1815.7,6725.17,32384.23,32357.14,5546.25
alex.jones35@protonmail.com,22222.53,35481.93,22327.72,13232.65,42239.75,13149.39,15498.52
david.brown91@yahoo.com,45870.06,48128.42,5910.08,31138.72,46567.45,19210.83,44477.69
sarah.jones17@yahoo.com,40861.31,22795.13,4132.88,38866.79,41666.29,8372.52,39240.31
alex.wilson99@gmail.com,29635.03,46449.52,6296.84,18730.46,2556.08,13094.3,43419.28
john.davis3@outlook.com,19510.51,34924.33,25246.61,20712.04,40974.15,11482.13,36151.04
michael.johnson45@yahoo.com,4632.11,19565.82,39852.16,2670.89,1201.75,43245.79,4915.0
sarah.davis82@protonmail.com,10576.19,20573.14,28968.17,44154.64,36089.0,37606.76,33147.91
sarah.garcia96@outlook.com,40082.92,39094.84,47408.74,10395.2,3952.05,38664.49,37608.99
alex.williams80@yahoo.com,48431.77,25587.55,2439.2,29438.31,10611.39,43793.07,40570.17
jane.rodriguez4@yahoo.com,12574.51,5691.03,2319.92,11727.87,42140.42,43232.46,15386.04
chris.brown45@outlook.com,4222.27,20926.86,23161.69,5403.66,48929.88,26991.81,44210.8
david.davis54@gmail.com,29642.34,23062.11,22930.37,6278.87,36054.55,5756.25,539.58
sarah.johnson15@gmail.com,33308.39,4990.74,8503.33,5090.16,1847.77,29918.38,19356.93
alex.smith91@protonmail.com,33446.98,21564.07,25599.89,22926.43,25139.86,8636.34,39560.78
john.johnson81@yahoo.com,27657.86,19259.46,1448.5,26266.69,2078.02,27143.89,46606.77
john.smith31@protonmail.com,20311.34,17539.47,41471.93,22012.02,45713.1,49316.89,8304.67
emily.smith48@outlook.com,34611.68,10024.48,43581.58,32495.59,25116.68,25355.82,16501.09
david.williams98@protonmail.com,32071.67,17020.6,4193.31,46090.97,43834.46,1436.72,31782.86
john.jones39@protonmail.com,25015.45,16072.19,2085.29,18248.81,21007.99,37407.97,14337.93
sarah.brown11@gmail.com,39844.13,46073.56,1756.66,39178.26,36970.79,6124.63,6525.95
robert.jones63@protonmail.com,4517.54,10252.65,8345.96,40584.18,45475.1,47909.4,438.02
alex.jones96@gmail.com,39267.37,560.6,32486.25,12323.02,6991.25,36280.83,3324.28
michael.jones40@protonmail.com,33816.25,26313.89,13089.71,40325.54,5676.79,35382.86,17182.95
alex.rodriguez31@outlook.com,12394.46,46605.26,40445.68,29158.69,31213.42,47002.79,25621.28
michael.johnson62@protonmail.com,2306.02,10055.44,28687.03,21058.42,34633.3,25466.05,11268.51
emily.garcia36@outlook.com,11985.05,28633.24,12588.83,26972.59,24510.86,24000.75,15581.36
john.smith61@yahoo.com,44061.69,12102.31,42397.14,43920.04,15191.07,1976.79,8285.96
sarah.johnson40@gmail.com,3005.55,44994.2,17854.66,29401.47,10272.94,49836.26,47743.4
sarah.smith14@outlook.com,7188.78,22583.88,16133.6,12576.65,39132.96,27559.79,38620.43
lisa.miller74@protonmail.com,19907.21,30008.21,47085.71,3328.44,42802.51,11504.4,45327.06
emily.williams59@gmail.com,7043.36,6047.08,31355.02,33790.65,3112.65,853.82,7021.13
john.jones98@protonmail.com,34443.05,224.75,32445.43,18194.56,19014.51,8660.59,23436.24
john.johnson43@gmail.com,25400.99,1173.33,20815.69,49393.38,7126.3,8142.3,13866.81
michael.jones98@protonmail.com,30466.91,48882.22,38862.99,14913.82,9518.47,24596.05,18269.34
alex.williams83@yahoo.com,20049.75,25384.28,39929.55,33095.47,24728.05,27005.5,17793.75
robert.smith50@outlook.com,20672.4,23788.23,34788.26,21145.65,12353.68,40728.87,27737.82
robert.johnson9@protonmail.com,2054.28,24413.98,31038.89,48087.59,30574.84,18802.62,2517.76
robert.miller67@gmail.com,38885.07,3181.8,45899.42,18335.78,42724.59,18231.73,20498.98
john.jones24@protonmail.com,6234.91,13996.56,2353.95,10109.99,21499.39,26192.82,39578.95
sarah.garcia6@outlook.com,30452.16,4259.19,25741.73,11691.47,20169.62,4758.72,21611.65
sarah.wilson14@gmail.com,49713.44,34446.35,29874.62,1502.5,43071.8,17151.77,46831.06
sarah.jones55@yahoo.com,25180.64,34951.67,27727.88,40218.73,19023.98,42265.97,42604.76
chris.brown16@outlook.com,28555.61,24319.36,23019.45,49189.68,2098.38,33821.64,10146.17
john.davis5@yahoo.com,2382.64,28246.61,42738.7,13012.19,48707.06,9220.49,48410.69
sarah.davis14@yahoo.com,31428.85,6043.82,1751.48,27178.41,7231.16,21.86,2495.99
michael.jones53@outlook.com,423.76,44344.53,36990.95,2756.03,48828.92,45804.38,12212.95
david.brown66@outlook.com,38104.02,35812.8,21270.58,14994.75,4979.52,44725.94,18995.18
sarah.miller16@protonmail.com,12294.64,38544.17,36468.19,48974.87,29616.6,33096.92,2924.26
robert.johnson58@outlook.com,19474.03,11645.5,35451.8,24578.58,10478.01,41323.81,24556.41
john.williams53@yahoo.com,10680.26,14825.13,15387.04,39816.95,20345.07,24365.68,10018.3
jane.smith55@yahoo.com,33599.97,16311.63,38874.78,32719.53,44114.83,3993.61,31802.33
emily.davis61@gmail.com,38911.66,10717.84,12774.81,36133.36,310.31,13750.04,14831.59
michael.wilson79@gmail.com,38278.98,25574.93,29863.93,19219.11,28152.77,46666.4,16513.7
jane.davis92@protonmail.com,12603.7,34424.23,10425.1,630.02,34413.07,37885.97,41597.47
emily.johnson60@yahoo.com,11269.01,15318.39,19598.42,6817.45,46126.58,4465.45,44300.74
david.wilson75@protonmail.com,40399.89,47842.96,39752.46,25534.86,40975.59,44227.65,18371.01
jane.brown71@protonmail.com,309.3,45215.34,49212.46,40615.92,25821.43,1640.38,6600.16
jane.smith64@outlook.com,29271.11,36112.45,6412.13,39358.9,16210.57,144.39,17198.05
sarah.johnson98@yahoo.com,10075.92,15748.24,14971.16,24329.45,30119.22,15249.18,5819.67
alex.williams73@yahoo.com,28281.16,9634.72,46307.15,20891.1,25233.43,34911.1,11317.81
michael.wilson68@outlook.com,35965.77,32642.1,13251.27,32338.97,13572.03,3044.73,33844.05
emily.wilson42@protonmail.com,14765.86,46957.14,14113.22,18770.01,20208.71,23468.1,22915.83
chris.davis2@yahoo.com,8325.78,486.28,18444.77,37616.12,7691.46,45070.23,47913.77
alex.smith79@yahoo.com,35064.55,5953.45,43726.99,45405.37,44713.63,20460.85,2050.17
alex.rodriguez97@yahoo.com,26658.2,15169.64,42568.92,1107.75,30200.26,19949.25,26014.59
sarah.jones82@yahoo.com,10566.14,12890.07,9996.29,4334.47,18000.62,18523.67,13942.61
chris.brown57@yahoo.com,10657.28,25313.62,45787.89,12516.58,30317.57,6597.06,13160.9
chris.johnson40@outlook.com,33807.17,17047.48,47324.33,1992.36,25618.63,1790.83,14832.3
sarah.wilson28@yahoo.com,376.86,13492.96,11942.33,35425.53,20482.37,38980.0,48976.08
lisa.davis98@yahoo.com,3886.38,42442.76,9521.33,3054.79,29250.6,14851.35,16502.72
john.garcia93@protonmail.com,16140.52,43128.19,44403.04,25926.67,15039.16,1425.63,1134.42
john.brown29@yahoo.com,34071.28,42144.15,21875.75,2357.4,49746.04,33843.1,43913.79
sarah.smith62@protonmail.com,36212.79,42837.77,15804.2,47344.88,45167.52,4100.32,35681.55
michael.jones99@outlook.com,44121.06,49827.78,6308.03,48662.72,23822.12,17871.81,33864.53
david.garcia55@gmail.com,3264.14,35343.48,453.16,2969.57,24397.46,29133.51,26063.01
lisa.garcia83@yahoo.com,25780.34,48852.48,43007.42,17794.73,20007.31,839.96,1220.55
robert.johnson77@gmail.com,19973.29,7317.97,3942.85,12361.85,13387.86,46499.56,11880.19
chris.williams78@protonmail.com,41723.71,19074.1,41864.24,13821.59,16274.27,34704.5,34966.84
chris.smith84@yahoo.com,7459.14,8955.87,46672.32,9156.65,9922.4,1301.03,33332.61
david.smith1@protonmail.com,200.77,6645.63,27556.95,42479.89,8758.88,30051.83,16826.96
emily.jones50@protonmail.com,44094.7,22657.23,37930.86,1061.76,13580.03,27347.66,16034.46
jane.garcia37@gmail.com,46945.96,45265.03,17824.28,39573.75,39095.77,5867.11,4729.52
lisa.jones96@gmail.com,45711.41,16869.63,3476.29,34403.24,10697.79,29379.33,19601.14
emily.johnson94@gmail.com,12269.65,15562.03,27462.02,3090.61,48709.1,28229.07,6777.11
alex.smith19@gmail.com,42193.72,39862.14,22560.49,32133.34,45836.12,23174.47,42186.48
robert.rodriguez99@outlook.com,30914.21,36780.8,35012.98,9265.06,9192.12,2481.81,21087.26
alex.williams49@yahoo.com,13645.68,12326.91,19515.45,42081.19,30321.33,41866.63,21871.65
jane.davis8@outlook.com,28277.65,47874.04,513.38,19590.53,23019.87,10389.02,2690.85
alex.davis75@protonmail.com,6789.12,10252.36,11982.81,30467.35,47193.73,45698.39,20981.84
emily.jones75@gmail.com,36268.31,35120.62,8788.29,32299.03,4913.23,33259.5,10042.62
john.miller65@outlook.com,40105.89,14509.99,7631.33,33197.09,46349.49,47685.3,32993.74
alex.garcia3@outlook.com,6610.85,25784.55,16154.07,21738.41,38531.68,36647.29,3827.69
john.johnson78@gmail.com,40404.57,10311.77,24873.83,26479.38,25291.31,13832.78,32399.2
chris.jones77@yahoo.com,31877.43,29631.56,41224.89,34585.53,30037.74,15543.3,847.9
john.miller20@outlook.com,42944.07,20401.55,10473.43,4894.98,3288.43,34245.75,20179.36
jane.jones63@outlook.com,16361.67,32845.59,30255.26,2139.64,49947.92,43050.33,15268.39
alex.miller57@protonmail.com,5381.39,31330.14,6623.41,42504.89,10303.33,6988.58,6551.87
alex.miller22@gmail.com,48214.46,5365.85,47990.22,46209.5,46160.98,34880.15,2118.35
alex.rodriguez78@protonmail.com,28299.47,9188.51,7239.3,9958.95,25078.36,27234.25,43522.92
michael.smith21@protonmail.com,9456.03,8179.75,44414.54,1388.6,10208.08,5898.28,29226.39
john.smith17@protonmail.com,11017.28,43295.78,44908.27,23022.93,25195.06,21248.85,13160.25
alex.rodriguez76@yahoo.com,38402.44,32550.27,33133.0,34171.98,19961.81,40217.76,1331.19
john.rodriguez56@protonmail.com,34037.62,11815.62,34552.29,19953.06,31909.46,16368.38,17728.44
lisa.jones21@yahoo.com,15377.26,40306.02,316.9,2827.54,31578.17,30854.75,39943.04
chris.williams47@outlook.com,7482.2,12722.1,10314.78,45529.19,6561.35,41894.33,47863.36
john.smith87@yahoo.com,24856.95,14004.54,36728.85,23027.67,37957.16,34414.29,47148.07
alex.smith44@yahoo.com,41494.8,5024.83,34953.59,18633.27,8946.64,7679.79,38423.16
robert.miller46@gmail.com,7746.6,9131.12,32193.13,20110.49,4578.93,37217.44,48983.22
chris.brown39@protonmail.com,1941.18,12786.73,17779.62,18127.53,30075.93,30186.95,7578.59
sarah.brown62@protonmail.com,6925.47,31002.82,25948.49,49312.81,42669.57,8813.74,13080.1
jane.smith58@protonmail.com,27609.34,23627.21,8920.36,19101.79,13560.33,3271.4,38847.07
alex.brown77@outlook.com,21399.77,31564.21,43167.71,16086.42,32256.84,26187.22,7244.59
chris.miller63@gmail.com,25574.08,39332.59,37169.43,8343.63,20908.41,7777.05,3201.27
lisa.smith76@protonmail.com,9558.84,34869.06,400.66,44602.3,4989.69,43198.49,12519.53
michael.wilson84@protonmail.com,36682.36,37122.59,44695.4,2673.17,2652.77,39581.12,43523.17
alex.williams48@protonmail.com,19452.02,46296.85,41381.06,17479.17,39951.69,19736.2,35508.78
chris.rodriguez75@protonmail.com,34886.24,39033.62,36722.49,48418.88,5484.49,40135.84,3322.98
michael.rodriguez27@gmail.com,38101.99,47042.82,31210.88,19262.52,47604.83,37530.22,2002.62
michael.miller77@yahoo.com,6805.49,41837.47,46785.69,32162.08,32764.35,36583.89,24541.38
sarah.jones16@protonmail.com,5370.06,49554.06,46098.39,47615.22,16084.59,5676.17,29875.19
lisa.smith99@outlook.com,7741.1,5781.15,45163.66,38007.67,49902.71,32264.28,10836.82
sarah.smith63@outlook.com,2425.41,34243.33,12867.21,45875.95,7330.68,12300.76,25626.12
lisa.smith94@gmail.com,6778.34,3740.1,45680.9,6320.51,3390.68,35590.97,8132.78
david.miller90@protonmail.com,2234.3,37827.53,28720.47,18204.61,40366.91,28374.54,25685.3
john.brown88@protonmail.com,33525.0,38149.58,48718.64,12057.33,35565.05,41748.01,2174.76
john.jones83@gmail.com,14009.79,36912.42,1790.96,44861.24,25830.1,41284.25,29622.47
david.garcia70@protonmail.com,37738.37,20425.9,10384.68,9234.06,32103.33,31570.04,22151.5
john.johnson9@outlook.com,16508.79,8563.99,29569.52,16855.94,31812.74,23497.56,5864.76
david.williams25@protonmail.com,47038.64,10487.48,32078.9,35428.73,32856.91,784.21,28553.43
emily.smith30@protonmail.com,49902.69,37279.75,45084.83,5443.99,49862.92,1433.43,41854.66
chris.rodriguez8@protonmail.com,30118.84,1823.42,18075.41,35439.84,10158.3,38821.15,12007.36
robert.garcia12@yahoo.com,20363.2,47024.18,33112.01,347.03,18348.01,16906.08,21506.08
emily.smith97@gmail.com,4609.21,37958.35,48606.92,35039.12,28654.9,34576.2,25212.98
david.jones25@gmail.com,46242.57,6134.86,31210.67,22903.56,3963.65,5397.25,5140.48
chris.smith19@gmail.com,44637.87,31376.79,14634.46,28509.15,9813.58,37949.62,29376.37
emily.davis74@gmail.com,22817.81,14842.69,20060.13,4061.4,43611.4,34759.43,24247.81
chris.jones76@yahoo.com,7426.96,16357.93,28423.22,15687.1,16602.24,48898.15,2204.93
jane.smith9@gmail.com,18039.26,48968.99,3842.57,13422.65,37444.71,24625.13,11873.68
sarah.miller80@yahoo.com,45116.78,23999.66,37646.28,2065.91,2042.1,42568.93,28108.21
chris.davis21@outlook.com,8185.55,10331.96,49578.61,47179.14,42738.38,7292.12,5395.1
david.wilson35@protonmail.com,5082.62,577.19,27349.56,49871.49,16517.3,39614.72,5645.0
alex.davis97@protonmail.com,5055.04,15252.98,40151.42,32674.39,32785.55,38565.54,30287.68
chris.brown23@protonmail.com,22609.3,15488.22,11768.04,49756.81,46395.42,21530.62,49280.18
lisa.davis39@gmail.com,43688.33,29285.02,34328.85,47914.06,30586.17,17287.54,9627.46
david.garcia53@outlook.com,39875.03,15285.19,16331.12,18843.84,34988.45,7409.48,4937.14
sarah.garcia31@yahoo.com,15197.09,38287.96,18797.38,46609.63,43818.84,15419.89,10956.75
michael.williams45@outlook.com,28452.98,41624.84,21671.16,39648.47,24968.21,27212.27,29842.03
lisa.smith53@gmail.com,4956.23,6992.15,3328.72,22919.24,29555.54,6957.25,22641.55
chris.wilson12@gmail.com,13333.56,45627.96,11377.19,22472.24,14863.84,26057.76,19534.98
sarah.garcia11@gmail.com,21346.15,5537.51,37796.64,28957.17,12750.28,45301.13,47308.69
chris.jones54@gmail.com,23908.53,20387.45,9843.27,49276.21,20889.49,14002.81,14601.65
sarah.smith73@yahoo.com,37642.34,42740.65,17802.73,25818.88,42959.58,9055.79,18969.85
sarah.miller18@gmail.com,32614.76,17355.91,19864.55,20408.15,43317.06,41408.76,35104.39
alex.johnson73@yahoo.com,2972.52,5688.5,17625.5,25137.55,35546.01,45752.03,37922.23
robert.davis65@gmail.com,23794.08,4316.55,38576.65,30377.93,45617.57,28963.06,20250.02
robert.rodriguez94@outlook.com,13443.67,28071.65,11104.0,27188.45,40178.72,27628.58,7338.6
john.davis31@gmail.com,25995.54,28657.42,16744.97,43083.09,18261.61,7361.54,47570.99
david.williams11@yahoo.com,44745.37,1536.52,29417.83,40680.25,37922.44,11834.86,30521.82
david.johnson77@yahoo.com,3758.21,28364.9,46442.77,16513.26,26053.29,8076.99,16998.55
emily.miller59@gmail.com,14141.94,6297.36,16065.41,4737.48,36420.57,47162.23,21306.98
emily.davis95@protonmail.com,18186.92,8733.24,22563.51,33733.65,15470.43,8798.05,33111.36
lisa.williams68@protonmail.com,49348.09,22953.93,29263.08,13789.84,38284.18,33595.72,35848.52
alex.jones80@gmail.com,20780.09,34315.57,21402.8,6589.23,46946.96,35332.43,37290.84
lisa.jones45@gmail.com,28519.5,27412.31,42960.51,44271.41,45904.64,8118.15,40485.05
robert.williams74@protonmail.com,13488.63,45161.2,12045.86,47102.92,48869.89,41285.4,3567.67
john.williams34@gmail.com,18711.28,40676.37,6353.21,37036.28,40915.2,29293.32,21358.94
david.jones91@protonmail.com,35300.47,44496.52,12977.11,3476.52,18928.39,47685.71,46259.52
robert.garcia57@yahoo.com,13613.23,9403.63,28397.26,16098.16,37338.35,31510.38,8885.4
jane.smith81@outlook.com,24917.64,12919.14,30994.79,11100.16,14007.64,44984.31,43133.23
chris.brown62@gmail.com,34375.99,7086.19,49983.52,2443.07,40729.97,14705.08,6425.91
david.brown7@yahoo.com,19602.57,6250.58,11825.26,20189.18,11572.89,46616.99,34285.65
robert.rodriguez57@protonmail.com,11213.02,47158.79,3729.57,27978.45,32061.06,20043.41,26562.79
chris.johnson85@protonmail.com,38253.17,41221.89,32022.27,14233.89,26749.77,13992.33,47839.28
alex.garcia18@yahoo.com,6665.66,24569.21,30420.93,32294.12,21114.56,15928.43,11492.73
robert.rodriguez72@gmail.com,46109.57,5232.34,31109.22,12607.04,36824.62,30813.02,42601.23
robert.davis45@yahoo.com,8086.7,36417.21,24999.94,10918.11,32330.18,9519.76,22773.35
john.smith57@yahoo.com,13293.8,47915.95,48801.3,19623.83,23698.57,3495.82,41954.91
sarah.davis5@gmail.com,21245.41,7782.46,22201.77,16232.05,10709.45,29121.16,43829.75
robert.williams15@gmail.com,5857.67,34878.58,17336.01,16893.58,15804.22,48528.29,20284.36
lisa.garcia53@gmail.com,25435.84,43954.21,23166.62,39185.3,27114.47,33894.83,32003.83
emily.brown35@protonmail.com,17636.22,30520.33,4916.9,7216.03,46495.39,3403.35,31835.36
john.smith82@protonmail.com,14714.72,26791.8,10777.18,23917.49,43126.34,32756.93,24207.05
alex.williams30@yahoo.com,11290.21,44774.39,41583.71,46192.21,13783.7,23308.78,42028.55
michael.wilson60@protonmail.com,42986.71,26468.72,48039.95,40708.55,14859.2,18565.48,24110.83
david.rodriguez57@protonmail.com,31851.27,42170.42,13670.62,37061.88,23665.38,35562.12,49172.31
lisa.brown49@gmail.com,4592.32,44256.6,15773.73,46694.39,11455.44,28195.26,48703.68
michael.smith72@protonmail.com,29496.4,2625.08,44206.4,16273.83,21583.17,36717.93,15313.08
emily.rodriguez99@gmail.com,30501.58,43096.14,48447.39,35353.64,37223.6,13728.84,32375.37
alex.williams50@protonmail.com,15214.87,6712.62,1215.32,35693.9,36076.35,13050.81,13766.37
lisa.garcia46@protonmail.com,15303.95,37811.61,9173.3,44975.14,2860.94,22860.27,4914.09
sarah.rodriguez90@yahoo.com,31148.03,25483.73,17995.94,47681.66,41782.8,32989.91,39477.43
lisa.johnson19@yahoo.com,13779.56,46548.13,36453.09,21678.2,21282.11,23412.68,26694.57
chris.rodriguez31@protonmail.com,423.17,38523.62,12689.86,32783.51,49352.31,30248.24,42331.34
jane.smith52@outlook.com,13584.67,46797.78,33682.73,10165.05,1044.65,19038.64,35745.98
sarah.williams64@gmail.com,6661.72,44531.64,31667.33,3962.49,25898.21,19188.23,32642.53
john.rodriguez69@outlook.com,32004.59,29432.45,6532.12,17605.75,40889.35,3296.73,32437.28
emily.miller41@yahoo.com,41645.91,5717.42,3784.36,15146.9,43547.27,30143.4,31195.19
lisa.brown76@outlook.com,7039.95,18816.96,18358.16,3030.58,12426.5,4252.16,43209.63
lisa.wilson63@protonmail.com,3540.41,14081.65,1760.5,38193.53,5907.08,46494.25,25565.62
john.davis10@outlook.com,8033.65,7561.85,3329.34,24334.54,40975.63,1554.44,13474.95
alex.rodriguez78@protonmail.com,38109.96,39594.67,45275.08,16550.12,42178.04,5666.08,47283.12
emily.brown23@gmail.com,31649.26,34175.7,37777.29,32305.41,13055.06,33532.65,31623.06
john.smith45@outlook.com,135.83,14686.71,22211.67,43349.7,35819.21,49643.61,48497.91
robert.garcia16@gmail.com,38269.57,35989.88,34576.23,10829.68,40076.67,9999.78,18291.15
lisa.garcia81@outlook.com,46079.21,49707.08,11308.0,34065.89,15325.76,41341.77,48193.98
alex.wilson33@yahoo.com,3739.27,44285.45,8106.58,8582.49,32467.34,6259.49,28618.28
sarah.jones99@outlook.com,46149.26,44677.49,26059.94,32126.51,12868.11,22516.8,47946.23
robert.smith12@outlook.com,1458.95,12027.92,24912.99,47880.16,25688.94,33674.83,23974.41
lisa.smith37@gmail.com,2724.18,30472.0,48791.14,30507.47,27057.63,13946.1,10996.16
jane.williams32@protonmail.com,8177.27,15575.85,511.67,954.64,32690.61,10317.46,8187.78
chris.williams37@gmail.com,48870.67,47770.07,19063.28,43935.44,32203.78,36574.76,33547.12
john.jones1@protonmail.com,19035.95,339.51,22283.7,10053.95,14964.55,41902.92,8652.07
john.williams25@yahoo.com,29110.03,33783.7,29695.11,24515.14,34116.97,2103.32,11117.73
jane.wilson26@outlook.com,26447.02,44658.89,1781.79,20456.17,34384.23,39928.76,43346.02
jane.johnson14@yahoo.com,28596.04,15149.57,10160.99,16327.86,28380.72,48921.76,19404.8
jane.williams73@outlook.com,14282.97,46436.58,9806.69,22671.17,48613.18,2933.36,21885.98
michael.wilson95@gmail.com,31085.2,46578.79,27531.14,25505.75,41800.79,8217.71,30738.42
emily.johnson88@yahoo.com,2779.17,26750.48,28543.54,32122.47,11427.25,11232.37,45109.43
lisa.brown75@outlook.com,22676.33,21687.95,12465.09,26283.02,7143.27,4047.36,9671.34
alex.miller45@yahoo.com,40893.64,32216.18,27825.12,18379.06,214.3,17318.92,3514.05
jane.johnson7@outlook.com,47289.11,45990.07,9478.29,7370.33,36476.67,5343.38,31885.66
david.garcia58@protonmail.com,4381.09,10294.27,16574.25,33604.83,9339.5,286.4,19124.59
robert.brown93@gmail.com,42436.1,9414.13,20082.03,10868.77,16070.57,35606.08,9269.05
robert.williams7@gmail.com,48173.83,45315.49,28703.59,28702.27,37892.13,48554.65,34187.32
john.brown4@protonmail.com,29469.09,33947.21,1086.9,30508.18,29669.57,41501.14,21207.07
david.wilson83@gmail.com,45684.79,534.38,33084.63,40253.89,24884.97,13065.88,13632.36
alex.rodriguez2@protonmail.com,2181.21,21342.54,43330.26,39464.52,41686.12,43848.41,3874.87
robert.smith94@protonmail.com,27558.91,37861.19,45648.99,15733.45,21325.17,41679.77,4031.84
michael.williams3@yahoo.com,18320.46,6960.08,5716.19,29417.77,28600.57,14738.59,15214.53
michael.davis37@protonmail.com,43603.6,20557.33,3109.42,45911.19,23355.78,35448.53,28558.85
alex.miller15@gmail.com,2967.3,46799.94,36737.52,6208.42,21017.29,10234.17,9207.68
lisa.jones43@protonmail.com,42903.01,33125.98,9043.19,5615.23,48602.42,43127.43,25099.16
robert.garcia17@gmail.com,38485.61,1311.22,26725.2,3242.62,38682.43,1311.55,37681.13
robert.smith56@yahoo.com,17545.17,46549.65,28850.53,23417.53,1036.3,33534.61,24143.41
alex.miller23@gmail.com,7219.81,44965.1,18589.56,1704.98,326.03,795.85,21069.4
michael.garcia6@outlook.com,2578.04,20166.97,26213.71,39888.58,4305.09,22534.53,38001.17
sarah.davis20@yahoo.com,47302.72,40686.96,46151.14,33439.32,352.94,35530.16,31882.1
robert.miller12@yahoo.com,10731.51,16175.88,38798.36,37247.26,18401.96,41984.89,1370.36
alex.wilson37@outlook.com,35771.25,13153.82,12083.62,44000.69,24434.11,41220.32,33677.62
chris.johnson15@gmail.com,26093.58,1190.9,9600.02,32361.93,14847.74,35779.5,19417.3
sarah.rodriguez88@protonmail.com,25646.15,1106.61,23346.87,3502.38,2050.84,42543.51,497.4
sarah.rodriguez23@gmail.com,4139.52,13691.47,45175.89,8915.37,24128.82,2754.52,36008.95
lisa.davis12@yahoo.com,12730.71,25192.59,49200.75,28375.97,9223.23,1822.0,721.73
alex.brown98@outlook.com,37849.91,21730.38,29709.36,34847.87,48727.53,31637.84,17956.87
alex.garcia98@outlook.com,35021.12,3013.86,20843.49,9957.74,8683.55,38336.41,11684.61
lisa.jones32@yahoo.com,10802.7,21213.85,21487.06,16660.1,31520.23,22742.18,48377.5
sarah.davis69@protonmail.com,34188.41,29937.39,6307.19,45785.65,344.72,22511.53,33184.11
john.williams38@protonmail.com,32689.06,13125.89,24537.01,39519.85,38866.85,27101.83,31410.76
david.garcia63@yahoo.com,46802.51,36226.33,12815.28,15398.78,46295.59,342.54,5766.7
lisa.williams22@outlook.com,38840.91,8775.06,44712.9,22589.58,31975.64,33039.0,31931.88
lisa.smith39@outlook.com,42007.22,17340.52,33289.15,41946.62,18970.07,47842.92,7001.23
chris.davis78@protonmail.com,29093.26,11274.32,110.06,29530.04,49952.17,16635.11,45005.46
jane.jones30@protonmail.com,15779.83,14003.92,14842.34,19637.08,22612.8,12133.96,15317.98
robert.jones99@gmail.com,44918.2,25847.53,29537.67,20222.01,28551.26,25930.13,17202.63
robert.davis80@outlook.com,5855.57,35834.94,31739.64,20789.84,47691.78,38219.42,36630.92
michael.rodriguez31@protonmail.com,21472.66,27023.29,33250.97,13780.45,24289.53,34133.66,48821.06
alex.davis33@outlook.com,35545.72,20721.86,44745.36,38991.86,31050.82,21671.85,38086.45
jane.williams51@protonmail.com,22787.9,17222.44,38681.46,4007.6,22439.46,35421.63,39036.99
emily.davis94@outlook.com,26777.98,11975.69,40640.44,4136.71,22228.47,35064.07,7256.1
john.brown42@gmail.com,16258.09,46808.02,39728.24,10603.74,23775.83,18095.4,26150.28
john.smith52@outlook.com,48324.64,12762.73,20863.91,9844.47,22180.1,18247.78,37287.37
michael.wilson41@outlook.com,26909.06,36314.89,20029.05,856.97,11687.35,6575.53,33028.01
lisa.brown96@outlook.com,27369.44,12785.32,13986.56,40732.87,42673.4,31697.25,43223.8
lisa.wilson89@protonmail.com,45512.32,23372.35,7069.39,22731.71,1333.39,10734.64,44120.25
john.rodriguez26@yahoo.com,3621.61,10664.42,30265.1,42180.86,1942.39,7532.78,26538.55
lisa.jones95@protonmail.com,3076.09,31906.46,41855.96,8267.95,14142.3,34814.18,44593.21
alex.garcia88@outlook.com,5832.98,326.39,13456.6,23952.88,22320.64,37798.33,40399.2
michael.rodriguez65@gmail.com,19812.67,48225.35,19201.97,3084.49,23922.44,44369.03,34426.68
lisa.rodriguez65@outlook.com,47585.17,18038.59,10700.63,30531.15,28706.17,45020.42,3885.87
chris.davis11@protonmail.com,33114.68,18073.2,9913.73,28070.48,41633.98,41228.41,1352.19
jane.johnson10@outlook.com,35861.56,18895.56,30824.36,24206.15,36633.73,47823.75,25189.68
alex.rodriguez97@gmail.com,7811.52,44934.01,13976.31,27979.25,2410.84,11568.27,34482.66
