UserEmail,MINA,POL,POL,AVX,USDT,ETH,PEPE
michael.jones11@yahoo.com,23076.72,23419.39,34227.79,43175.15,36549.28,24586.45,18107.98
lisa.brown44@gmail.com,30253.03,13829.59,45090.99,39839.15,8698.96,30572.0,32718.47
alex.jones35@yahoo.com,9639.14,32053.83,22487.58,20125.7,21726.64,12390.44,16530.58
sarah.brown17@protonmail.com,49293.52,27555.19,10072.58,44699.79,8633.62,44090.95,9660.47
david.brown13@yahoo.com,16644.7,24114.32,44584.92,7678.48,24313.59,16744.27,46025.19
michael.williams65@protonmail.com,2117.05,39034.57,29999.87,23928.46,30932.04,32368.92,7376.94
robert.davis54@outlook.com,34165.18,37371.46,9446.91,18009.26,42446.96,3396.83,31086.33
david.garcia95@gmail.com,45444.67,23908.73,21555.59,4063.39,32523.02,36523.8,37275.34
michael.williams32@outlook.com,19507.38,22890.77,14844.62,10052.93,11193.05,6996.75,17650.65
john.smith33@yahoo.com,38097.65,48565.02,3300.41,39529.11,8139.91,22309.96,12733.57
emily.miller58@gmail.com,25741.56,44599.37,20490.15,3153.4,21942.16,34772.03,19244.19
alex.smith52@gmail.com,48898.24,7789.87,41695.07,19785.05,5340.62,38312.49,48669.55
jane.smith27@yahoo.com,10372.45,20074.48,26952.46,44580.9,39957.25,31110.99,33934.63
emily.davis32@protonmail.com,7260.89,25087.96,6126.78,16705.28,41722.6,30320.76,47610.31
sarah.garcia42@gmail.com,25196.68,48709.64,44126.07,2708.93,42238.92,5255.48,2054.53
michael.garcia74@outlook.com,35729.04,19600.88,48000.36,25000.82,9963.29,14796.8,13934.83
david.jones49@protonmail.com,4206.05,41656.87,15561.21,5576.03,42938.36,17934.5,40074.72
emily.williams93@protonmail.com,34313.14,24000.99,45486.87,889.88,26300.42,4555.94,1987.5
emily.williams42@protonmail.com,40941.18,24583.01,18186.84,28170.91,25518.6,25788.83,620.86
sarah.wilson66@yahoo.com,31162.72,13593.57,28791.62,17594.87,30403.99,970.97,27663.67
alex.davis75@gmail.com,28113.04,21949.05,14240.7,29405.7,8435.4,31348.22,14297.56
alex.garcia99@gmail.com,31660.47,2984.33,28283.12,14141.67,34201.18,44020.78,10943.86
chris.rodriguez97@outlook.com,40013.12,22581.78,19616.83,15998.68,27045.98,20326.46,10001.13
chris.rodriguez81@protonmail.com,45064.05,16170.05,33898.05,47049.23,13505.81,40317.46,16290.92
alex.johnson2@protonmail.com,11189.77,25348.38,21306.17,40036.44,41675.53,23106.46,30043.07
sarah.garcia67@protonmail.com,22069.29,39822.78,22552.22,42889.84,34871.76,46664.01,20171.63
alex.wilson47@gmail.com,47407.56,29940.79,7350.62,5605.52,31602.02,37498.67,47110.24
chris.davis42@gmail.com,30091.65,8152.78,8805.87,30195.54,8773.64,30512.69,16443.8
chris.rodriguez55@protonmail.com,30277.28,11510.54,10296.38,14537.85,15748.06,11988.01,28995.59
lisa.johnson82@protonmail.com,29269.62,41479.95,29776.19,28810.2,5123.34,31479.25,39207.34
chris.garcia67@gmail.com,20330.35,6203.63,32830.42,7786.88,25866.88,26785.76,34754.59
michael.davis90@yahoo.com,31794.86,7640.01,35514.53,11195.27,12954.62,21595.07,44713.8
sarah.johnson65@yahoo.com,2148.64,26759.31,26494.45,20171.13,5572.91,10590.79,33321.24
sarah.jones42@gmail.com,20534.89,28263.7,49611.37,29584.41,16191.31,43265.14,27487.18
robert.miller75@protonmail.com,22246.09,35817.01,42844.14,40708.69,12190.87,20621.7,44090.98
robert.rodriguez20@outlook.com,28574.33,2739.59,29259.25,31848.51,21378.45,36982.08,31360.92
michael.jones40@gmail.com,6624.71,27753.35,41057.2,49477.65,17400.25,44779.72,40056.45
chris.williams91@yahoo.com,13893.12,24237.56,32415.88,32775.45,26847.11,37268.11,46996.42
david.williams89@outlook.com,27199.67,34074.55,18709.93,8262.51,9920.94,18158.48,34575.89
david.miller7@yahoo.com,9633.76,2732.44,45072.81,26494.39,11934.18,17919.83,23636.54
jane.davis5@yahoo.com,28940.44,5991.63,188.82,15410.68,36347.81,46312.97,12894.8
michael.jones3@protonmail.com,4563.05,27594.29,19960.68,1404.34,12985.69,26845.0,5730.06
robert.williams18@outlook.com,3940.34,23107.78,13310.11,42230.79,7646.44,29374.1,41231.98
emily.garcia17@gmail.com,17664.05,2762.3,26714.98,2252.07,14762.86,11904.13,37218.61
john.johnson29@yahoo.com,34864.96,13233.68,14869.85,36785.9,45583.48,6934.78,6317.88
michael.brown24@yahoo.com,40985.22,38766.54,38373.53,28273.52,34345.45,45481.85,1161.16
lisa.jones88@protonmail.com,4225.03,24347.95,5525.09,1981.08,32431.37,30763.15,31336.95
david.garcia7@yahoo.com,47652.43,9808.55,46807.59,36757.85,30126.53,35378.96,11216.55
jane.smith89@outlook.com,6884.43,9485.6,16510.52,25061.76,25496.32,44908.14,28396.57
john.brown66@protonmail.com,4924.98,2769.99,43304.11,30957.39,11681.52,23321.8,29281.28
lisa.johnson26@protonmail.com,31885.68,7836.32,23967.52,18311.76,14131.81,32811.14,27726.91
jane.garcia44@outlook.com,49472.53,31013.28,22915.64,18610.86,15137.55,38818.86,28897.64
robert.jones6@gmail.com,16464.19,23920.92,49999.36,14116.28,2996.74,48671.92,11188.93
michael.davis82@gmail.com,49079.67,49023.74,37437.1,37654.0,9313.06,36316.41,22997.57
jane.rodriguez65@gmail.com,22972.4,8020.79,148.61,8662.03,29904.36,26596.97,11835.18
alex.johnson11@gmail.com,27977.53,43151.49,4719.81,21268.48,28117.94,36012.56,26852.77
sarah.miller85@protonmail.com,8031.13,47614.74,17387.18,33733.26,48613.63,32836.53,26088.96
michael.garcia12@outlook.com,21773.03,23552.93,25374.39,4507.8,2270.58,8275.6,24638.25
lisa.brown23@outlook.com,10115.56,5359.24,24307.92,24647.98,25760.86,20187.95,31102.15
jane.rodriguez88@yahoo.com,24647.48,40349.38,38030.01,14879.42,31669.6,23530.38,36609.99
john.johnson12@protonmail.com,5175.23,44391.78,4587.01,18168.05,38476.14,11442.8,18074.2
sarah.garcia8@gmail.com,4401.15,44807.71,19418.34,44408.5,10889.11,150.0,2873.03
alex.williams27@yahoo.com,7017.16,6509.97,43242.36,6964.66,33410.53,49767.13,45431.94
michael.brown21@protonmail.com,5528.96,18367.14,20798.73,18992.61,43981.14,23173.0,14681.93
michael.johnson15@gmail.com,49939.75,31577.54,8336.26,41364.44,6670.11,13366.23,15704.86
robert.smith71@gmail.com,28509.4,47404.2,19887.16,12814.04,42291.73,32400.62,26237.39
emily.williams12@yahoo.com,10639.68,20247.39,31810.68,34210.0,13845.88,28237.48,32842.75
robert.jones17@protonmail.com,17407.92,23302.54,33202.81,41636.22,13372.29,46468.12,36530.2
john.wilson99@outlook.com,17935.65,9084.53,23311.35,21925.81,36965.19,15414.7,2563.87
lisa.brown62@outlook.com,41688.31,48278.11,20944.67,11413.1,7492.41,44931.77,3997.19
emily.rodriguez11@outlook.com,21068.81,23488.42,13548.39,27997.57,44887.85,27002.03,26917.5
michael.miller72@outlook.com,47330.19,11210.65,4272.31,17096.79,49115.97,11567.08,23554.33
robert.brown3@protonmail.com,25988.19,31241.71,46084.92,44016.0,30956.52,49090.31,28587.88
jane.davis20@protonmail.com,45679.63,18125.87,43352.76,18560.19,15482.77,4002.08,40870.03
robert.johnson71@yahoo.com,32736.79,2513.93,29637.82,14382.81,3241.73,37665.72,48184.54
robert.garcia93@gmail.com,11717.73,21592.84,39750.53,29940.43,15284.37,3522.42,28531.77
emily.garcia4@gmail.com,23811.12,3757.06,14229.3,30078.29,14776.14,12649.65,31746.76
lisa.davis9@outlook.com,26308.53,1192.92,28395.97,21178.96,7723.83,42803.67,10687.34
michael.rodriguez3@gmail.com,10950.05,23331.06,25847.49,42563.89,36443.52,5414.82,1267.5
robert.williams19@yahoo.com,7694.0,23333.14,1863.32,15900.18,33835.03,9169.92,1492.92
michael.williams55@outlook.com,6882.25,24594.0,47623.26,13228.45,33016.33,25246.32,36803.84
chris.wilson80@protonmail.com,1511.52,19395.3,18993.4,10345.96,7620.13,26274.8,47428.93
chris.smith11@gmail.com,24029.68,32573.47,23860.05,11193.01,45450.11,6137.72,16847.97
alex.garcia52@gmail.com,3973.53,36172.96,1390.29,6370.75,18426.02,15517.31,5081.92
john.williams94@yahoo.com,32413.15,7338.82,37900.54,40136.48,9593.24,38004.48,167.75
lisa.garcia85@outlook.com,45033.95,13409.54,863.7,11376.04,47155.33,35584.57,8165.25
emily.davis56@gmail.com,13524.09,22263.5,7937.22,13171.6,17537.75,35006.99,18933.33
chris.smith62@gmail.com,18921.1,41528.66,46337.74,31437.71,23248.87,8927.93,40270.26
david.johnson88@gmail.com,15203.09,45385.71,40714.04,6177.85,24362.37,33111.07,9302.97
emily.wilson17@yahoo.com,25744.25,47216.12,26493.62,13190.3,30705.11,49781.4,19920.18
jane.brown62@protonmail.com,43645.08,7866.8,28869.71,19591.88,13302.98,30278.57,44901.53
lisa.wilson67@yahoo.com,3313.17,15007.33,12148.13,1722.99,41518.16,5317.16,46954.61
michael.jones98@gmail.com,34306.91,14964.0,48837.72,37174.71,21074.13,31682.12,41589.19
lisa.williams19@gmail.com,46975.2,43436.55,31961.39,8772.71,21949.27,9991.21,11239.2
michael.johnson72@outlook.com,19416.88,46950.77,200.48,43523.57,30287.53,42945.24,47756.57
sarah.rodriguez24@gmail.com,7602.52,44014.96,1537.31,16825.1,39221.58,21773.46,46276.75
emily.johnson92@yahoo.com,9399.99,27752.34,31632.96,19606.96,21895.28,25213.64,29680.83
john.johnson62@gmail.com,7931.1,20228.38,5534.4,135.54,20789.5,39717.36,29558.75
sarah.brown86@gmail.com,3917.82,30206.5,45541.95,12984.84,37569.63,32796.3,32011.71
jane.brown20@gmail.com,35745.0,15167.47,7639.41,47116.84,34648.25,33351.78,17861.53
chris.davis61@gmail.com,40349.0,2412.27,15634.73,16939.75,19271.1,19702.85,47655.58
david.smith95@outlook.com,57.29,27516.22,38240.83,24142.63,7181.65,41105.98,6960.86
alex.miller37@protonmail.com,10845.07,49762.71,6655.17,46054.47,3039.95,27907.44,17552.06
sarah.miller99@outlook.com,35886.96,16074.23,984.75,2558.88,34284.19,4630.24,23042.18
chris.williams63@yahoo.com,17263.71,28936.24,45286.61,38997.17,23229.44,9129.0,21247.68
sarah.miller99@protonmail.com,41723.2,10766.08,13937.14,9536.98,13158.01,5514.48,29569.04
robert.davis58@yahoo.com,21486.33,39713.69,42961.08,7897.57,29572.44,25492.05,49049.25
lisa.miller91@outlook.com,9132.66,21760.7,41991.17,13434.51,8475.24,30544.64,13743.14
lisa.miller36@protonmail.com,6422.51,14883.26,42820.2,25156.26,7083.28,40921.19,48954.33
sarah.wilson57@outlook.com,42631.24,38185.21,23397.85,4379.55,37392.94,40303.91,30955.83
sarah.garcia88@yahoo.com,27727.03,40080.06,20226.57,35273.64,37106.88,21277.07,34568.37
emily.jones86@yahoo.com,43738.34,22810.36,42209.15,25708.83,4076.42,10706.88,33565.26
robert.williams86@protonmail.com,209.34,2123.2,26357.2,12190.66,5786.44,26443.11,5799.99
robert.miller4@gmail.com,18510.09,31097.84,34267.22,19997.39,10650.68,35111.72,38885.84
chris.brown62@gmail.com,29183.82,2001.36,2652.55,14081.81,22108.86,27645.81,6059.06
lisa.miller25@protonmail.com,4086.9,22511.65,49464.25,19241.58,35234.56,21075.96,14762.98
lisa.garcia68@gmail.com,40781.65,32105.38,10412.92,4358.11,14583.08,17745.96,3457.81
alex.smith12@yahoo.com,22433.55,16108.62,31849.14,27798.45,39276.44,31070.14,18667.71
sarah.brown17@protonmail.com,32032.93,18364.22,30729.54,23499.9,38708.76,48404.08,31763.17
jane.brown14@protonmail.com,18099.46,26006.84,46795.81,44978.68,33721.7,14170.85,26692.71
michael.garcia14@protonmail.com,11601.82,21139.47,2129.77,43382.97,24178.05,14059.99,49755.84
chris.davis65@protonmail.com,41894.77,30131.21,4389.82,47522.17,47377.28,47738.04,16683.43
david.smith44@outlook.com,17887.45,21664.18,17337.2,37965.38,21477.93,31589.76,45134.86
david.rodriguez46@protonmail.com,49614.16,4581.19,25288.45,34153.66,29257.92,37339.03,27682.52
sarah.rodriguez59@yahoo.com,21771.76,8265.77,6970.23,4958.57,12142.99,26.65,2877.49
alex.smith26@outlook.com,31960.22,35546.99,43880.7,8116.69,18621.21,23625.74,9389.33
david.williams53@gmail.com,38794.71,22457.39,37256.71,25877.05,4961.44,4064.25,20395.46
alex.johnson7@yahoo.com,25313.85,34586.37,1076.02,2373.35,24704.35,11221.45,23988.56
john.wilson31@outlook.com,43695.17,16187.12,47765.58,17596.17,34871.77,20650.51,41873.06
john.garcia98@protonmail.com,36044.6,11323.98,48543.39,42091.52,12085.17,28838.25,29904.17
robert.jones39@gmail.com,45895.63,48633.8,45446.71,18266.39,2799.33,6534.97,37156.51
david.wilson34@outlook.com,1459.92,23881.35,25247.77,39627.07,17619.79,7870.57,37798.78
john.garcia9@outlook.com,29183.54,28993.65,1438.73,22893.16,40470.55,34048.24,32924.96
john.miller28@protonmail.com,15356.78,29153.13,2383.83,43245.82,34577.79,27456.13,18536.77
chris.davis32@protonmail.com,48700.44,7990.74,3106.11,33399.56,43384.43,22938.67,23145.27
john.wilson1@yahoo.com,27363.42,2649.06,23456.75,41971.92,38868.15,47544.1,7973.3
michael.williams4@protonmail.com,31148.19,8966.23,49877.35,21737.64,13629.73,47682.6,41150.04
alex.smith77@protonmail.com,9110.46,37873.33,42860.48,40818.47,25615.63,29855.78,31112.51
emily.wilson51@yahoo.com,46874.69,21917.49,34824.68,3035.38,49051.89,12241.12,23193.74
john.johnson66@yahoo.com,4474.56,44320.9,42346.86,22152.02,21555.56,16913.59,21147.48
john.rodriguez60@yahoo.com,15243.23,31868.68,12584.83,47738.5,44768.93,42069.54,36986.53
jane.wilson22@yahoo.com,6213.57,16598.71,49913.94,10711.81,16416.1,29863.83,1519.9
alex.williams73@protonmail.com,48606.07,42997.38,41365.21,24298.42,31127.87,34634.03,17275.11
alex.williams37@protonmail.com,48929.04,16096.22,9826.11,30701.05,19618.34,6232.45,226.38
john.garcia96@outlook.com,44332.22,12714.07,36215.87,40186.62,16504.21,41837.35,46056.81
sarah.miller53@gmail.com,11607.49,34611.75,36567.56,39410.78,16103.71,20450.27,721.01
david.smith85@protonmail.com,7773.15,31166.9,31448.41,17167.68,45255.63,27838.11,18361.47
jane.rodriguez44@yahoo.com,8239.75,49199.43,38439.59,27951.57,2176.06,33490.99,35032.8
david.johnson65@protonmail.com,21820.94,37354.56,3161.96,11289.31,17673.64,24784.32,33642.7
lisa.smith56@outlook.com,17117.15,26379.16,15500.12,10089.62,2210.64,37693.81,48808.34
david.johnson62@gmail.com,46063.06,12808.3,40462.65,40268.7,11756.13,15133.71,3285.45
alex.miller37@outlook.com,30216.55,28139.3,1934.12,34586.34,40182.55,10266.38,15278.09
robert.wilson4@gmail.com,38604.04,41482.48,2256.32,24452.73,46860.48,35624.45,44001.2
michael.williams93@yahoo.com,44602.85,8510.91,13029.21,35473.39,45040.6,4682.02,44075.23
david.davis61@gmail.com,48094.51,4746.12,6859.5,24334.73,17812.52,20581.31,32655.02
alex.johnson77@gmail.com,4313.95,19606.17,29682.29,33839.65,354.58,6095.79,15423.8
sarah.johnson68@gmail.com,8688.23,46223.32,15994.31,30267.05,3111.14,35824.34,21579.11
michael.davis31@yahoo.com,37036.61,22204.57,35956.13,727.76,8638.56,15236.01,42681.67
david.jones52@outlook.com,6305.6,11585.17,43581.32,3557.44,32472.9,17151.41,24266.16
jane.wilson7@protonmail.com,19191.25,13434.85,27340.47,27985.66,43826.95,42581.2,38553.7
lisa.brown82@outlook.com,29331.26,17032.54,38663.57,48778.34,48701.83,4397.35,5149.75
michael.williams39@yahoo.com,29339.81,1029.39,48058.66,45602.39,25032.53,48382.72,46746.14
alex.jones14@protonmail.com,45320.73,2603.26,15180.18,13016.12,44218.46,24284.1,16242.57
emily.jones33@protonmail.com,18934.29,48818.86,34200.52,3758.21,7157.28,26593.68,24778.65
jane.williams23@protonmail.com,14569.1,31006.48,3434.3,36476.29,42993.03,12130.58,5409.17
sarah.johnson70@yahoo.com,32189.24,11182.88,15711.03,10239.66,7985.07,13445.93,1620.37
david.johnson14@outlook.com,12419.87,11225.4,28657.21,27189.6,20585.2,22775.13,49733.56
lisa.garcia91@outlook.com,20498.54,13778.22,16660.1,42746.98,3010.12,43630.55,8576.34
john.garcia56@protonmail.com,33712.85,11114.65,27753.34,38139.97,7173.55,32353.71,31462.74
alex.rodriguez16@outlook.com,22558.47,195.03,44768.91,27773.06,13055.21,34663.1,13750.07
sarah.garcia60@protonmail.com,37131.04,34007.27,46470.53,3471.77,18146.17,13144.17,17207.13
david.smith73@protonmail.com,8497.4,37575.65,11634.44,17580.22,6502.29,4824.31,32494.8
emily.smith97@yahoo.com,31089.27,49105.07,41742.56,35273.75,23400.91,10513.76,5323.83
emily.rodriguez26@gmail.com,2399.81,10387.64,21113.19,135.81,15948.22,44676.4,19553.18
chris.williams30@yahoo.com,2258.97,16158.29,31931.46,28873.18,5587.41,8505.41,39571.53
robert.davis42@outlook.com,40226.02,15408.26,6053.82,41844.37,35260.93,48416.96,48027.33
john.williams87@protonmail.com,32271.23,32981.34,37909.27,38287.2,4901.07,14051.03,48379.44
john.miller42@yahoo.com,34785.08,5725.57,46018.65,7898.74,13524.74,31104.78,19332.65
jane.brown93@outlook.com,26100.48,38354.45,47034.21,43763.14,46749.74,35737.97,20393.65
michael.miller57@gmail.com,11400.68,1543.24,24139.64,34773.7,45618.55,41398.56,22516.96
michael.wilson65@gmail.com,37235.6,49497.08,21132.17,27712.33,21048.95,32552.01,28228.77
robert.brown59@yahoo.com,49531.43,3115.28,13681.04,20033.02,20292.83,45175.75,19074.45
michael.garcia81@protonmail.com,9116.92,48417.78,2564.03,15378.44,14889.56,10097.72,31597.6
robert.smith96@yahoo.com,7368.06,28229.67,41157.53,12868.39,39253.76,11502.48,40775.32
emily.rodriguez48@protonmail.com,8828.56,30714.13,32189.29,27881.59,10430.14,45818.45,37046.11
michael.davis59@outlook.com,36009.56,17902.74,35423.33,11890.08,23539.04,18088.66,12591.63
robert.wilson96@gmail.com,24640.39,42148.32,47899.76,43846.06,15595.67,44092.43,13395.52
john.johnson60@gmail.com,40441.35,36893.2,16451.41,15145.5,37376.89,1318.15,44423.77
chris.jones12@outlook.com,4859.54,26383.97,41552.89,13616.26,35021.88,30623.88,36723.92
john.wilson66@gmail.com,41369.34,38739.9,44880.58,11817.58,13570.94,2079.41,17607.43
sarah.smith92@protonmail.com,13120.97,36367.1,37144.75,47444.9,44105.88,23466.2,11619.33
david.garcia49@protonmail.com,7980.84,24566.72,32748.16,8494.3,18724.21,48018.52,41764.23
jane.garcia41@yahoo.com,27708.79,44722.45,22121.24,21315.37,12381.52,4588.08,30325.18
lisa.garcia7@outlook.com,23240.32,22742.56,39100.67,33343.75,41425.6,23142.27,17337.73
emily.smith51@outlook.com,17939.79,18820.45,46748.68,39528.72,13308.47,29894.09,12022.94
emily.miller10@outlook.com,36195.6,40855.77,32456.16,46634.79,24972.88,18665.39,10861.45
sarah.miller87@outlook.com,33116.35,34302.09,27133.57,26936.54,41515.32,42858.86,33712.62
david.jones83@yahoo.com,5420.85,45912.07,4358.2,1071.46,3775.33,45983.21,30304.9
alex.williams87@outlook.com,31510.24,32296.0,43661.05,773.81,169.18,20942.24,16824.4
john.williams83@protonmail.com,34841.77,15615.27,40088.48,24996.04,27431.0,1974.74,40617.14
michael.rodriguez81@gmail.com,4396.65,5522.75,31737.72,16302.34,7056.95,41696.28,32815.93
emily.williams55@outlook.com,20018.47,39365.07,1556.54,42240.61,664.53,38748.26,42536.57
chris.brown99@gmail.com,49318.83,12672.61,26955.96,25784.37,17264.77,3846.55,41043.81
robert.rodriguez50@protonmail.com,12132.12,48914.82,34443.03,46434.35,9249.97,16750.93,11361.76
jane.jones64@gmail.com,2957.88,46226.43,28036.81,31549.91,14973.82,39407.23,10653.59
michael.davis21@yahoo.com,36331.24,10868.23,12843.53,10173.09,37638.26,9046.78,25117.21
lisa.smith31@gmail.com,34428.67,77.84,37163.05,28996.83,4022.06,34024.78,8546.1
emily.johnson20@outlook.com,33736.74,41792.72,8800.32,39065.85,17102.46,10794.74,28117.45
alex.smith52@protonmail.com,7259.62,40302.32,20146.16,40703.63,30804.1,24125.32,11594.77
chris.garcia34@yahoo.com,18897.55,48580.0,13590.16,7046.25,17115.45,44644.78,37149.69
robert.johnson34@yahoo.com,46783.6,8237.54,33006.46,49292.54,1386.68,5464.78,29589.8
emily.brown22@protonmail.com,45170.88,49998.56,26299.77,30408.82,4907.71,3219.63,30991.33
chris.davis20@yahoo.com,16058.6,1956.52,41060.25,16647.21,16181.46,31244.18,2310.63
alex.johnson57@protonmail.com,33944.04,29027.6,17637.69,7166.5,10075.35,23879.02,22502.62
chris.johnson30@protonmail.com,1019.81,2626.11,15991.19,6119.77,12085.68,7604.55,42214.42
david.garcia34@protonmail.com,26482.22,46812.31,1664.78,49104.94,2068.7,36572.09,13788.36
chris.brown70@yahoo.com,32526.35,15986.65,38585.41,19042.22,46318.64,22481.22,21673.36
david.miller67@yahoo.com,46959.3,28351.73,18176.43,8150.0,37672.64,18576.23,45734.46
emily.williams39@outlook.com,18061.14,14711.82,26800.4,41039.87,105.29,27514.34,15267.55
sarah.wilson20@protonmail.com,9022.31,17437.99,11817.72,48136.44,38470.64,27156.58,32529.76
michael.wilson22@gmail.com,40418.05,44837.29,27316.15,14708.58,4234.13,48417.42,5565.46
david.jones82@protonmail.com,9671.43,7383.75,48043.7,6917.99,13539.97,24337.12,6727.93
david.rodriguez71@gmail.com,11318.19,24703.28,28827.76,36024.27,5352.87,4286.53,34710.55
chris.williams95@gmail.com,23036.48,45062.93,42355.39,33266.93,5462.56,27769.79,25465.78
sarah.wilson52@outlook.com,35829.15,1798.79,32531.01,37475.05,34011.75,34026.27,49181.65
lisa.miller75@yahoo.com,48351.61,32150.79,28314.0,45231.99,19972.09,1324.99,40911.87
michael.jones44@outlook.com,44433.28,31990.59,17547.78,49484.56,17842.81,49228.07,47793.58
robert.rodriguez7@outlook.com,13008.61,46465.83,49008.61,6571.0,9409.49,9154.48,22372.21
michael.wilson80@protonmail.com,39969.64,48382.38,16162.67,14635.43,40473.12,15659.52,33590.14
michael.garcia97@yahoo.com,5661.51,11156.14,39532.12,30844.53,18807.88,15169.68,3547.29
sarah.johnson99@gmail.com,28628.72,26969.56,26681.77,14592.03,42476.11,41838.61,5831.61
emily.rodriguez22@outlook.com,27295.94,12343.13,17881.49,411.38,36948.15,36221.5,29981.21
sarah.miller98@gmail.com,40147.02,39507.7,28497.85,6380.62,834.26,19729.24,20007.68
michael.smith71@yahoo.com,37408.83,34259.71,2151.08,27143.54,41403.68,34866.97,30319.92
chris.rodriguez44@gmail.com,45061.94,34941.48,20460.62,6426.4,48995.43,35421.98,29606.2
lisa.brown89@outlook.com,2365.98,41010.91,42531.23,7626.44,48417.5,48312.61,46153.0
david.jones45@yahoo.com,40949.32,11147.01,43668.43,44831.13,45479.22,28325.26,18753.32
lisa.garcia53@gmail.com,41552.13,25766.01,31626.13,21758.31,21330.31,8763.48,28042.88
robert.smith44@gmail.com,37991.8,21305.06,9045.8,48922.6,44211.88,28709.84,49452.82
chris.miller21@protonmail.com,46286.62,43117.04,16742.16,31232.21,9124.68,3289.3,36565.73
chris.wilson84@yahoo.com,33012.06,36019.92,24854.48,2829.06,29979.14,5100.61,29449.45
david.wilson19@yahoo.com,40251.47,5684.32,9966.8,2451.02,37572.18,41298.67,24916.24
michael.williams32@protonmail.com,19785.81,32812.99,41559.47,24676.71,26825.28,2733.38,25448.79
jane.rodriguez25@yahoo.com,37592.75,43316.1,7252.55,21662.42,29749.68,43027.61,19890.63
david.garcia12@outlook.com,26472.0,42530.61,9581.75,23716.37,23351.89,24116.84,14486.38
sarah.davis8@yahoo.com,300.93,8585.66,16493.31,23099.34,24769.23,15730.92,40465.12
jane.johnson21@gmail.com,5216.42,15764.17,39367.86,35975.34,6305.73,44113.98,36982.9
jane.jones30@yahoo.com,2471.59,8011.08,2607.44,33237.73,32781.31,1611.99,10098.47
lisa.davis70@protonmail.com,6859.77,23110.82,32779.95,27977.45,48742.53,44936.31,43408.61
robert.rodriguez72@yahoo.com,46021.42,32473.28,14644.59,24532.96,26920.09,28674.16,34310.83
david.rodriguez88@gmail.com,41961.06,14991.31,44122.25,11436.38,9491.35,10462.76,822.43
david.williams12@protonmail.com,30052.57,9056.99,9538.99,8483.44,32423.78,15195.89,43978.75
john.garcia57@outlook.com,38814.92,25220.66,26514.1,39853.96,35620.19,38613.34,36269.34
michael.rodriguez24@outlook.com,7746.63,30039.2,23816.65,38317.76,12571.28,17824.69,38271.17
robert.rodriguez67@protonmail.com,7564.14,23783.99,44464.94,41790.33,1805.3,18517.52,14773.53
jane.wilson8@protonmail.com,28813.75,6214.92,28558.85,40842.91,33645.19,28953.02,28403.61
chris.johnson15@protonmail.com,21544.13,45988.0,9471.44,36265.96,6576.98,16742.7,13107.04
chris.rodriguez82@protonmail.com,22849.29,38273.82,5144.2,4391.83,46387.66,35649.73,35926.09
emily.brown12@yahoo.com,20533.69,45672.88,30468.21,38513.79,35397.44,1553.15,42542.16
michael.miller64@gmail.com,13420.57,23582.78,9454.87,33624.25,38199.82,4388.17,23492.77
jane.williams70@yahoo.com,48211.8,33400.05,35044.17,23551.79,5670.61,34399.04,4742.1
chris.davis59@gmail.com,10090.55,45373.13,4650.52,46930.93,4634.58,47260.88,18961.05
chris.rodriguez28@protonmail.com,1710.7,17682.33,402.42,22563.33,1985.91,28353.08,21990.18
emily.wilson95@protonmail.com,21672.15,14820.95,46451.43,6920.38,37027.59,10753.01,42426.38
lisa.miller78@yahoo.com,27455.36,10755.3,34477.44,3802.08,45646.25,48181.47,26711.73
lisa.brown46@gmail.com,14589.0,14391.03,14054.1,17665.19,3980.07,3414.17,10299.15
robert.jones4@gmail.com,128.14,21720.82,47358.55,37362.3,32491.68,4793.07,25333.13
emily.wilson81@outlook.com,9569.63,27764.09,15327.54,45126.96,37646.57,25817.36,39106.04
sarah.jones75@outlook.com,6548.62,38955.35,30865.95,10279.62,30101.08,21540.31,5833.46
chris.garcia95@outlook.com,12045.67,29680.26,24776.08,30057.9,31074.72,48928.68,17755.48
jane.miller57@yahoo.com,41780.46,10874.59,32643.68,28647.85,5853.17,38199.03,27042.73
sarah.brown68@protonmail.com,38814.5,3344.13,14811.28,21701.81,27206.84,9837.46,46837.59
robert.smith93@gmail.com,18779.59,9965.71,27836.52,37461.46,23043.13,14952.44,16299.81
jane.wilson40@protonmail.com,31990.19,8967.77,20378.52,16582.96,2129.96,11991.42,18192.38
sarah.wilson96@gmail.com,20653.85,33036.33,38883.16,43872.16,35127.42,47747.72,22056.73
emily.garcia53@outlook.com,15607.2,10301.95,33102.73,21321.98,4760.75,2279.09,27993.84
john.brown34@protonmail.com,28396.93,42675.83,32345.9,56.07,19780.51,25563.56,13905.16
jane.smith83@gmail.com,18369.43,16633.15,2140.85,19055.74,9044.65,29193.28,49550.04
david.williams82@gmail.com,46295.41,20348.96,36842.62,34326.94,39471.66,6093.19,39289.8
sarah.garcia76@protonmail.com,49806.75,26807.89,28507.86,45283.98,9479.97,10837.15,2552.1
alex.brown64@outlook.com,25491.54,18986.16,10681.87,23453.3,27244.58,31072.73,9754.01
jane.rodriguez76@yahoo.com,1093.52,21801.84,16288.35,37623.6,8409.65,47963.66,10090.99
robert.smith28@outlook.com,8097.72,7769.92,26165.09,10431.84,25794.77,45177.39,12470.17
emily.brown41@protonmail.com,32586.4,12359.89,42543.96,40953.29,34499.76,46754.37,27740.81
